order_id,order_date,product_id,warehouse_id,quantity,unit_price,promo_flag
232,2025-12-01,23,1,4,215.02,0
233,2025-12-01,23,1,1,244.38,0
234,2025-12-01,23,1,3,249.21,0
235,2025-12-01,23,1,5,245.69,0
236,2025-12-01,23,1,9,231.1,1
237,2025-12-01,23,2,7,255.14,0
238,2025-12-01,23,2,6,227.59,0
239,2025-12-01,23,2,6,234.81,0
240,2025-12-01,23,2,7,211.63,0
241,2025-12-01,23,3,6,215.45,0
242,2025-12-01,23,3,2,221.77,0
243,2025-12-01,23,3,3,220.69,0
244,2025-12-01,23,3,4,247.72,0
245,2025-12-01,23,4,5,233.04,0
246,2025-12-01,23,5,1,218.02,0
247,2025-12-01,23,5,4,241.0,0
248,2025-12-01,24,1,3,73.73,0
249,2025-12-01,24,1,1,78.59,0
250,2025-12-01,24,1,4,70.85,0
251,2025-12-01,24,1,2,70.11,0
252,2025-12-01,24,2,1,69.91,0
253,2025-12-01,24,2,3,67.53,0
254,2025-12-01,24,3,4,73.33,0
255,2025-12-01,24,3,1,77.9,0
256,2025-12-01,24,3,2,74.24,0
257,2025-12-01,24,3,3,80.33,0
258,2025-12-01,24,4,1,77.49,0
259,2025-12-01,24,4,1,73.81,0
260,2025-12-01,24,4,4,79.77,0
261,2025-12-01,24,5,2,71.78,0
262,2025-12-01,24,5,3,67.14,0
263,2025-12-01,25,1,3,233.26,1
264,2025-12-01,25,1,4,226.64,0
265,2025-12-01,25,1,1,239.68,0
266,2025-12-01,25,2,1,244.65,0
267,2025-12-01,25,2,4,244.88,0
268,2025-12-01,25,3,3,257.38,0
269,2025-12-01,25,3,4,218.66,0
270,2025-12-01,25,3,1,217.9,0
271,2025-12-01,25,4,1,239.24,0
272,2025-12-01,25,4,3,236.65,0
273,2025-12-01,25,5,4,247.05,0
274,2025-12-01,25,5,4,229.03,0
275,2025-12-01,26,1,1,392.14,0
276,2025-12-01,26,1,3,397.08,0
277,2025-12-01,26,1,3,351.96,0
278,2025-12-01,26,2,3,387.18,0
279,2025-12-01,26,3,4,350.82,0
280,2025-12-01,26,3,3,383.17,0
281,2025-12-01,26,3,4,361.95,0
282,2025-12-01,26,3,1,404.33,0
283,2025-12-01,26,4,4,393.39,0
284,2025-12-01,26,5,4,383.69,0
285,2025-12-01,26,5,2,367.32,0
286,2025-12-01,27,1,3,283.32,0
287,2025-12-01,27,2,3,309.18,0
288,2025-12-01,27,2,4,268.8,0
289,2025-12-01,27,2,3,289.51,0
290,2025-12-01,27,3,2,301.57,0
291,2025-12-01,27,3,1,254.82,0
292,2025-12-01,27,4,4,256.73,1
293,2025-12-01,27,5,1,278.59,0
294,2025-12-01,28,1,5,18.83,0
295,2025-12-01,28,1,7,22.09,0
296,2025-12-01,28,1,6,19.68,0
297,2025-12-01,28,2,1,20.83,0
298,2025-12-01,28,3,1,18.4,0
299,2025-12-01,28,3,7,21.56,0
300,2025-12-01,28,3,3,18.3,0
301,2025-12-01,28,3,3,22.15,0
302,2025-12-01,28,4,1,19.91,0
303,2025-12-01,28,4,6,21.18,1
304,2025-12-01,28,4,6,19.49,0
305,2025-12-01,28,5,6,21.71,0
306,2025-12-01,28,5,6,20.73,0
307,2025-12-01,28,5,4,18.83,0
308,2025-12-01,28,5,5,18.51,0
309,2025-12-01,29,1,2,205.0,0
310,2025-12-01,29,1,2,223.18,0
311,2025-12-01,29,2,1,192.29,0
312,2025-12-01,29,3,1,201.99,0
313,2025-12-01,29,3,1,205.42,0
314,2025-12-01,29,4,3,207.85,1
315,2025-12-01,29,4,2,225.56,0
316,2025-12-01,30,1,2,132.42,0
317,2025-12-01,30,1,2,116.84,0
318,2025-12-01,30,2,2,120.31,0
319,2025-12-01,30,3,2,110.91,0
320,2025-12-01,30,3,2,132.18,0
321,2025-12-01,30,4,1,118.14,0
322,2025-12-01,30,5,1,113.56,0
323,2025-12-01,30,5,2,117.3,0
324,2025-12-01,31,1,2,141.73,0
325,2025-12-01,31,1,2,139.02,0
326,2025-12-01,31,2,2,156.65,0
327,2025-12-01,31,2,1,150.91,0
328,2025-12-01,31,3,1,143.25,0
329,2025-12-01,32,1,1,274.28,0
330,2025-12-01,32,2,2,295.14,0
331,2025-12-01,32,3,3,277.04,0
332,2025-12-01,32,3,3,304.83,0
333,2025-12-01,32,3,3,289.5,0
334,2025-12-01,32,3,3,286.48,0
335,2025-12-01,32,4,2,267.55,0
336,2025-12-01,32,5,3,280.87,0
337,2025-12-01,32,5,1,272.42,0
338,2025-12-01,32,5,2,267.07,0
339,2025-12-01,33,1,1,196.41,0
340,2025-12-01,33,1,1,215.27,0
341,2025-12-01,33,1,1,206.66,1
342,2025-12-01,33,1,2,224.18,0
343,2025-12-01,33,2,1,191.99,0
344,2025-12-01,33,4,2,198.52,0
345,2025-12-01,33,4,2,222.59,0
346,2025-12-01,33,4,3,187.14,1
347,2025-12-01,33,4,2,224.71,0
348,2025-12-01,33,4,2,198.74,0
349,2025-12-01,33,5,2,193.67,0
350,2025-12-01,33,5,2,199.78,0
351,2025-12-01,34,1,1,79.91,0
352,2025-12-01,34,1,2,86.92,0
353,2025-12-01,34,1,1,87.78,0
354,2025-12-01,34,2,1,82.68,0
355,2025-12-01,34,2,1,84.83,0
356,2025-12-01,34,2,1,94.45,0
357,2025-12-01,34,2,1,91.3,0
358,2025-12-01,34,2,1,79.58,0
359,2025-12-01,34,3,2,87.15,0
360,2025-12-01,34,4,1,94.63,0
361,2025-12-01,34,4,1,85.06,0
362,2025-12-01,34,5,1,79.46,0
363,2025-12-01,35,2,1,367.91,0
364,2025-12-01,35,3,1,376.33,0
365,2025-12-01,35,3,3,338.66,1
366,2025-12-01,35,5,1,332.76,0
367,2025-12-01,35,5,1,366.07,0
368,2025-12-01,36,1,4,77.22,0
369,2025-12-01,36,1,1,80.81,0
370,2025-12-01,36,1,2,84.19,0
371,2025-12-01,36,2,4,86.56,0
372,2025-12-01,36,3,4,76.49,0
373,2025-12-01,36,5,1,82.44,0
374,2025-12-01,36,5,1,80.72,0
375,2025-12-01,37,1,1,377.13,0
376,2025-12-01,37,2,1,362.4,0
377,2025-12-01,37,2,1,322.22,0
378,2025-12-01,37,3,2,328.56,0
379,2025-12-01,37,4,1,358.89,0
380,2025-12-01,37,5,2,361.17,0
381,2025-12-01,37,5,1,328.87,0
382,2025-12-01,37,5,1,318.14,0
383,2025-12-01,37,5,2,365.08,0
384,2025-12-01,38,1,2,200.54,0
385,2025-12-01,38,1,2,206.29,0
386,2025-12-01,38,1,3,191.53,0
387,2025-12-01,38,1,1,176.2,0
388,2025-12-01,38,1,1,210.81,0
389,2025-12-01,38,2,1,205.33,0
390,2025-12-01,38,2,1,189.82,0
391,2025-12-01,38,4,3,211.05,0
392,2025-12-01,38,4,5,210.66,1
393,2025-12-01,38,4,1,190.5,0
394,2025-12-01,38,4,1,206.65,0
395,2025-12-01,38,5,4,188.5,0
396,2025-12-01,39,1,1,188.93,0
397,2025-12-01,39,1,3,200.97,1
398,2025-12-01,39,2,1,178.2,0
399,2025-12-01,39,2,2,172.06,0
400,2025-12-01,39,2,3,184.07,0
401,2025-12-01,39,3,1,188.43,1
402,2025-12-01,39,3,1,187.93,0
403,2025-12-01,39,3,1,202.35,0
404,2025-12-01,39,5,3,199.79,0
405,2025-12-01,39,5,3,165.83,0
406,2025-12-01,39,5,3,182.3,0
407,2025-12-01,39,5,3,170.27,0
408,2025-12-01,40,1,1,62.28,0
409,2025-12-01,40,1,3,58.9,1
410,2025-12-01,40,2,2,67.46,0
411,2025-12-01,40,3,1,68.51,0
412,2025-12-01,40,3,1,68.89,0
413,2025-12-01,40,4,1,63.37,0
414,2025-12-01,40,4,2,62.5,0
415,2025-12-01,40,5,2,64.36,0
416,2025-12-01,41,1,6,381.36,0
417,2025-12-01,41,1,2,375.3,0
418,2025-12-01,41,1,1,350.77,0
419,2025-12-01,41,1,4,349.06,0
420,2025-12-01,41,1,1,349.38,0
421,2025-12-01,41,1,3,368.62,0
422,2025-12-01,41,1,4,327.01,0
423,2025-12-01,41,1,1,363.4,0
424,2025-12-01,41,2,6,327.88,0
425,2025-12-01,41,2,6,364.62,0
426,2025-12-01,41,2,3,366.09,0
427,2025-12-01,41,3,4,326.03,0
428,2025-12-01,41,3,2,385.85,0
429,2025-12-01,41,3,3,341.19,0
430,2025-12-01,41,4,4,316.41,0
431,2025-12-01,41,4,5,348.55,0
432,2025-12-01,41,4,3,356.65,0
433,2025-12-01,41,5,2,329.34,0
434,2025-12-01,41,5,6,367.1,0
435,2025-12-01,42,1,4,446.01,0
436,2025-12-01,42,1,5,479.43,0
437,2025-12-01,42,1,1,513.78,0
438,2025-12-01,42,1,7,470.66,0
439,2025-12-01,42,1,5,447.6,0
440,2025-12-01,42,2,2,488.54,0
441,2025-12-01,42,2,6,507.99,1
442,2025-12-01,42,3,6,460.0,0
443,2025-12-01,42,3,5,440.63,0
444,2025-12-01,42,3,3,439.01,1
445,2025-12-01,42,3,4,525.78,0
446,2025-12-01,42,3,6,528.93,1
447,2025-12-01,42,3,7,515.04,0
448,2025-12-01,42,3,4,481.13,0
449,2025-12-01,42,3,2,462.49,0
450,2025-12-01,42,4,5,460.05,0
451,2025-12-01,42,5,5,478.08,0
452,2025-12-01,42,5,3,527.35,0
453,2025-12-01,43,1,2,223.36,0
454,2025-12-01,43,1,4,232.95,1
455,2025-12-01,43,1,7,214.55,0
456,2025-12-01,43,1,2,204.73,0
457,2025-12-01,43,1,1,229.63,0
458,2025-12-01,43,2,4,211.35,0
459,2025-12-01,43,3,3,222.15,0
460,2025-12-01,43,3,5,221.93,0
461,2025-12-01,43,3,5,230.51,0
462,2025-12-01,43,3,1,235.32,0
463,2025-12-01,43,4,2,205.03,0
464,2025-12-01,43,4,6,231.51,1
465,2025-12-01,43,5,7,219.31,0
466,2025-12-01,43,5,6,249.56,1
467,2025-12-01,43,5,6,223.71,0
468,2025-12-01,43,5,2,244.5,0
469,2025-12-01,43,5,7,228.24,0
470,2025-12-01,44,1,2,57.66,0
471,2025-12-01,44,1,7,50.82,0
472,2025-12-01,44,2,2,57.25,0
473,2025-12-01,44,2,7,54.99,0
474,2025-12-01,44,3,5,48.08,0
475,2025-12-01,44,3,7,56.1,0
476,2025-12-01,44,3,5,52.42,0
477,2025-12-01,44,4,5,48.33,0
478,2025-12-01,44,4,2,48.28,0
479,2025-12-01,44,4,6,54.8,0
480,2025-12-01,44,5,7,55.26,0
481,2025-12-01,44,5,5,50.25,0
482,2025-12-01,44,5,3,55.77,0
483,2025-12-01,45,2,3,98.53,1
484,2025-12-01,45,3,1,104.35,0
485,2025-12-01,45,3,2,96.7,0
486,2025-12-01,45,3,2,105.08,0
487,2025-12-01,45,4,1,99.8,0
488,2025-12-01,45,5,2,104.09,0
489,2025-12-01,45,5,1,112.93,0
490,2025-12-01,46,1,6,308.1,0
491,2025-12-01,46,1,6,294.44,0
492,2025-12-01,46,1,2,312.15,0
493,2025-12-01,46,1,3,285.31,0
494,2025-12-01,46,2,1,306.93,0
495,2025-12-01,46,3,1,300.84,0
496,2025-12-01,46,3,2,301.82,0
497,2025-12-01,46,3,6,281.86,0
498,2025-12-01,46,3,2,294.15,0
499,2025-12-01,46,4,2,306.94,0
500,2025-12-01,46,4,1,284.51,0
501,2025-12-01,46,4,1,310.79,1
502,2025-12-01,46,5,7,273.4,0
503,2025-12-01,46,5,4,280.75,0
504,2025-12-01,46,5,1,304.25,0
505,2025-12-01,46,5,1,267.01,0
506,2025-12-01,46,5,1,304.01,0
507,2025-12-01,47,1,3,413.72,0
508,2025-12-01,47,1,2,346.81,0
509,2025-12-01,47,3,2,395.68,0
510,2025-12-01,47,3,3,349.58,0
511,2025-12-01,47,4,3,342.7,0
512,2025-12-01,47,4,1,369.19,0
513,2025-12-01,47,4,4,399.33,0
514,2025-12-01,47,5,2,404.2,0
515,2025-12-01,48,1,3,218.17,0
516,2025-12-01,48,1,1,201.38,0
517,2025-12-01,48,2,1,236.32,0
518,2025-12-01,48,3,1,235.5,0
519,2025-12-01,48,3,3,218.41,0
520,2025-12-01,48,3,1,210.52,0
521,2025-12-01,48,4,3,211.83,0
522,2025-12-01,48,5,2,239.01,0
523,2025-12-01,49,1,1,337.43,0
524,2025-12-01,49,1,1,306.46,0
525,2025-12-01,49,1,2,322.32,0
526,2025-12-01,49,1,1,326.12,0
527,2025-12-01,49,2,1,310.72,0
528,2025-12-01,49,2,3,298.05,1
529,2025-12-01,49,2,1,355.21,0
530,2025-12-01,49,3,1,299.59,0
531,2025-12-01,49,3,1,346.36,0
532,2025-12-01,49,4,2,311.97,0
533,2025-12-01,49,4,1,328.28,0
534,2025-12-01,49,4,2,316.23,0
535,2025-12-01,49,5,1,332.53,0
536,2025-12-01,50,1,2,210.63,0
537,2025-12-01,50,1,1,217.86,0
538,2025-12-01,50,2,1,203.67,0
539,2025-12-01,50,3,1,196.62,0
540,2025-12-01,50,3,1,228.33,1
541,2025-12-01,50,4,2,218.63,0
542,2025-12-01,50,4,2,201.06,0
543,2025-12-01,51,1,2,174.74,0
544,2025-12-01,51,1,1,169.07,0
545,2025-12-01,51,2,2,168.66,0
546,2025-12-01,51,2,2,172.32,0
547,2025-12-01,51,2,2,162.97,0
548,2025-12-01,51,2,1,169.24,0
549,2025-12-01,51,4,1,151.69,0
550,2025-12-01,51,4,2,152.81,0
551,2025-12-01,51,4,1,176.91,0
552,2025-12-01,51,4,1,170.27,0
553,2025-12-01,51,4,1,183.01,0
554,2025-12-01,51,4,1,166.64,0
555,2025-12-01,51,5,1,161.59,0
556,2025-12-01,52,1,2,56.77,0
557,2025-12-01,52,1,1,56.9,0
558,2025-12-01,52,2,2,58.95,0
559,2025-12-01,52,2,1,60.18,1
560,2025-12-01,52,2,2,58.62,0
561,2025-12-01,52,3,2,56.93,0
562,2025-12-01,52,3,2,53.69,0
563,2025-12-01,52,3,2,60.89,0
564,2025-12-01,52,4,1,60.32,0
565,2025-12-01,52,4,1,51.78,0
566,2025-12-01,53,1,1,481.92,0
567,2025-12-01,53,1,1,444.74,0
568,2025-12-01,53,2,2,509.01,0
569,2025-12-01,53,2,3,448.49,0
570,2025-12-01,53,2,1,462.77,0
571,2025-12-01,53,3,1,496.33,0
572,2025-12-01,53,3,2,487.18,0
573,2025-12-01,53,3,1,452.47,0
574,2025-12-01,53,3,2,423.46,0
575,2025-12-01,53,4,2,491.07,0
576,2025-12-01,53,4,1,420.75,0
577,2025-12-01,53,4,3,457.22,0
578,2025-12-01,53,4,1,437.01,0
579,2025-12-01,53,4,1,435.06,0
580,2025-12-01,53,5,1,480.94,0
581,2025-12-01,53,5,1,474.21,0
582,2025-12-01,54,1,3,181.74,0
583,2025-12-01,54,1,1,173.72,0
584,2025-12-01,54,1,3,166.69,0
585,2025-12-01,54,2,3,171.4,0
586,2025-12-01,54,2,2,169.54,0
587,2025-12-01,54,2,4,161.96,0
588,2025-12-01,54,3,4,191.13,0
589,2025-12-01,54,4,2,171.75,0
590,2025-12-01,54,4,3,186.97,0
591,2025-12-01,54,4,2,160.91,0
592,2025-12-01,54,5,2,171.33,0
593,2025-12-01,54,5,4,180.24,1
594,2025-12-01,55,1,4,472.78,1
595,2025-12-01,55,1,6,437.37,0
596,2025-12-01,55,1,5,473.64,0
597,2025-12-01,55,2,4,508.2,0
598,2025-12-01,55,2,4,504.13,0
599,2025-12-01,55,2,4,447.58,0
600,2025-12-01,55,2,5,507.86,0
601,2025-12-01,55,2,6,480.52,0
602,2025-12-01,55,2,2,515.59,0
603,2025-12-01,55,2,6,474.77,0
604,2025-12-01,55,2,1,456.63,0
605,2025-12-01,55,2,2,462.89,0
606,2025-12-01,55,2,3,507.3,1
607,2025-12-01,55,2,6,521.67,0
608,2025-12-01,55,3,5,511.72,0
609,2025-12-01,55,3,2,523.62,0
610,2025-12-01,55,3,4,452.79,0
611,2025-12-01,55,3,5,494.17,0
612,2025-12-01,55,3,2,457.77,0
613,2025-12-01,55,3,1,433.47,0
614,2025-12-01,55,4,4,472.86,1
615,2025-12-01,55,4,3,512.19,0
616,2025-12-01,55,4,2,434.52,0
617,2025-12-01,55,4,4,521.26,0
618,2025-12-01,55,4,2,471.22,0
619,2025-12-01,55,5,6,494.13,0
620,2025-12-01,55,5,5,501.77,0
621,2025-12-01,55,5,5,458.17,0
622,2025-12-01,55,5,2,452.63,0
623,2025-12-01,56,1,4,427.71,0
624,2025-12-01,56,1,2,401.88,0
625,2025-12-01,56,1,1,362.61,0
626,2025-12-01,56,2,4,409.52,0
627,2025-12-01,56,2,2,356.29,0
628,2025-12-01,56,3,3,425.78,0
629,2025-12-01,56,3,3,368.3,0
630,2025-12-01,56,3,1,394.83,0
631,2025-12-01,56,3,3,396.14,0
632,2025-12-01,56,4,2,395.97,0
633,2025-12-01,56,4,4,380.36,0
634,2025-12-01,56,4,4,395.32,0
635,2025-12-01,56,4,1,399.21,0
636,2025-12-01,56,5,2,404.15,0
637,2025-12-01,57,1,7,266.83,0
638,2025-12-01,57,1,5,237.75,0
639,2025-12-01,57,2,1,242.74,0
640,2025-12-01,57,2,7,236.69,0
641,2025-12-01,57,2,7,244.53,0
642,2025-12-01,57,2,4,248.99,0
643,2025-12-01,57,3,5,255.43,0
644,2025-12-01,57,4,1,226.67,0
645,2025-12-01,57,5,6,245.58,0
646,2025-12-01,57,5,1,240.82,0
647,2025-12-01,57,5,7,247.67,0
648,2025-12-01,57,5,4,236.19,0
649,2025-12-01,57,5,7,250.29,0
650,2025-12-01,57,5,1,258.87,0
651,2025-12-01,58,1,2,296.76,0
652,2025-12-01,58,2,2,266.35,0
653,2025-12-01,58,2,2,306.53,0
654,2025-12-01,58,2,2,312.47,0
655,2025-12-01,58,3,1,313.91,0
656,2025-12-01,58,4,1,281.97,0
657,2025-12-01,58,4,2,292.97,0
658,2025-12-01,58,4,2,299.25,0
659,2025-12-01,58,5,3,282.63,1
660,2025-12-01,58,5,2,285.17,0
661,2025-12-01,59,1,1,170.46,0
662,2025-12-01,59,2,1,180.49,0
663,2025-12-01,59,3,1,182.84,0
